time,open,high,low,close,EMA,Smoothing Line,,
2023-09-20T02:00:00+03:00,27189.45,27222.81,27173.64,27210.26,26987.25890065237,26987.25890065237,,
2023-09-20T03:00:00+03:00,27210.25,27257.85,27146.01,27206.68,NaN,NaN,,
2023-09-20T04:00:00+03:00,27206.69,27349.91,27194.64,27345.77,NaN,NaN,,
2023-09-20T05:00:00+03:00,27345.77,27388.63,27140.89,27165.48,NaN,NaN,,
2023-09-20T06:00:00+03:00,27165.48,27202.67,27085,27119.48,NaN,NaN,,
2023-09-20T07:00:00+03:00,27119.48,27159.91,27070,27071.8,NaN,NaN,,
2023-09-20T08:00:00+03:00,27071.79,27106.1,27007,27025,NaN,NaN,,
2023-09-20T09:00:00+03:00,27024.99,27075.39,26936.79,27064.07,NaN,NaN,,
2023-09-20T10:00:00+03:00,27064.06,27142.03,27045.58,27105.62,NaN,NaN,,
2023-09-20T11:00:00+03:00,27105.61,27197.66,27092.39,27188.4,NaN,NaN,,
2023-09-20T12:00:00+03:00,27188.4,27195,26950.83,27055.38,NaN,NaN,,
2023-09-20T13:00:00+03:00,27055.38,27081.32,26950,27081.31,NaN,NaN,,
2023-09-20T14:00:00+03:00,27081.31,27119.06,27061.22,27098.08,NaN,NaN,,
2023-09-20T15:00:00+03:00,27098.07,27130,26997.94,27068.28,NaN,NaN,,
2023-09-20T16:00:00+03:00,27068.29,27199.31,27014.32,27160.09,NaN,NaN,,
2023-09-20T17:00:00+03:00,27160.1,27237.87,27051.23,27124.99,NaN,NaN,,
2023-09-20T18:00:00+03:00,27125,27199,27101.38,27180.63,NaN,NaN,,
2023-09-20T19:00:00+03:00,27180.62,27225,27140.05,27161.15,NaN,NaN,,
2023-09-20T20:00:00+03:00,27161.14,27277.36,27155.64,27195.12,NaN,NaN,,
2023-09-20T21:00:00+03:00,27195.13,27300,27079.38,27165,NaN,NaN,,
2023-09-20T22:00:00+03:00,27165,27187.19,26800,26930.61,NaN,NaN,,
2023-09-20T23:00:00+03:00,26930.62,27098.73,26921.7,27098.73,NaN,NaN,,
2023-09-21T00:00:00+03:00,27098.73,27241.31,27061.64,27111.16,NaN,NaN,,
2023-09-21T01:00:00+03:00,27111.16,27123.46,27051.22,27095.93,NaN,NaN,,
2023-09-21T02:00:00+03:00,27095.93,27155.59,27078.59,27125,26988.629458854834,26988.629458854834,,
